lemma	pos	freq_ipm
удел	s	6.2
уделать	v	0.9
уделить	v	11.1
удельный	a	14.1
уделять	v	15.1
уделяться	v	8.6
удерж	s	0.7
удержание	s	4.3
удержать	v	23.3
удержаться	v	26
удерживание	s	0.5
удерживать	v	20.8
удерживаться	v	4.6
удесятерить	v	0.4
удешевить	v	0.8
удешевление	s	1
удешевлять	v	0.4
удивительно	adv	36.2
удивительный	a	71.5
удивить	v	33.5
удивиться	v	84.3
удивление	s	55.5
удивленно	adv	20.6
удивленный	a	8.8
удивленье	s	0.4
удивлять	v	15.2
удивляться	v	49.4
удила	s	1
удилище	s	1.1
удирать	v	2.4
удить	v	1.4
удлинение	s	1.2
удлиненно-овальный	a	0.5
удлиненный	a	11.8
удлинить	v	2.9
удлиниться	v	0.7
удлинять	v	1.3
удлиняться	v	1.3
удмурт	s	0.5
Удмуртия	s.PROP	1.8
удмуртский	a	1.2
удобно	adv	27.3
удобный	a	56.4
удобрение	s	10
удобрить	v	0.8
удобрять	v	0.8
удобство	s	16.1
удовлетворение	s	34.8
удовлетворенно	adv	6.5
удовлетворенность	s	1.4
удовлетворенный	a	1.4
удовлетворительно	adv	2
удовлетворительный	a	4
удовлетворить	v	22.8
удовлетвориться	v	2.6
удовлетворять	v	14.5
удовлетворяться	v	3.2
удовольствие	s	114.5
удовольствоваться	v	0.6
удой	s	0.6
удорожание	s	1.5
удорожать	v	0.4
удостаивать	v	0.8
удостаиваться	v	1.4
удостоверение	s	16.4
удостоверить	v	2.5
удостовериться	v	4.1
удостоверять	v	4.2
удостоверяться	v	0.9
удостоить	v	9.3
удостоиться	v	4
удосужиться	v	2.8
удочерение	s	0.9
удочерить	v	0.8
удочка	s	8.8
удрать	v	5.4
удружить	v	0.5
удручать	v	1.5
удручающе	adv	0.8
удручающий	a	2.4
удрученно	adv	1
удрученный	a	1.3
удручить	v	0.8
удумать	v	0.6
удушать	v	0.5
удушающий	a	1
удушение	s	1.2
удушить	v	0.9
удушливый	a	2.1
удушье	s	2.2
уединение	s	3.6
уединенно	adv	0.4
уединенный	a	2.5
уединиться	v	2.5
уединяться	v	1
уезд	s	5.9
уездный	a	3.4
уезжать	v	50.7
уесть	v	0.6
уехать	v	117.4
уж	adv	106.2
уж	part	344.4
уж	s	1.6
ужалить	v	1.7
ужас	s	93.8
ужасать	v	1.1
ужасаться	v	3.1
ужасающе	adv	0.6
ужасающий	a	4.1
ужасно	adv	27.8
ужаснуть	v	0.7
ужаснуться	v	5.8
ужасный	a	47.9
ужастик	s	1.1
ужать	v	0.4
уже	adv	2179.2
ужели	part	0.5
ужель	part	0.4
ужесточать	v	0.7
ужесточаться	v	0.5
ужесточение	s	3.5
ужесточить	v	2
уживаться	v	3.8
ужимка	s	1.6
ужин	s	36.5
ужинать	v	10.1
ужиться	v	1.6
ужо	adv	1.1
узаконить	v	4.1
узбек	s	4.2
Узбекистан	s.PROP	9.1
узбекский	a	3.8
узда	s	1.7
уздечка	s	1.6
уздцы	s	0.8
узел	s	48.6
узелок	s	6.3
узенький	a	5.8
УЗИ	s.PROP	3.4
узилище	s	0.5
узкий	a	88.3
узко	adv	2.1
узковатый	a	0.4
узкоглазый	a	0.9
узкоколейка	s	1.1
узкоплечий	a	0.7
узкоспециализированный	a	0.5
узловатый	a	1.6
узловой	a	2.7
узнаваемость	s	0.8
узнаваемый	a	4.3
узнавание	s	3.2
узнавать	v	88.2
узнаваться	v	1.1
узнать	v	238.1
узнаться	v	0.4
узник	s	6.9
узор	s	12.6
узорный	a	1.7
узорчатый	a	1.9
узость	s	2
узреть	v	3.1
узурпатор	s	0.6
узурпировать	v	0.8
узы	s	5.3
уик-энд	s	3
Уильям	s.PROP	3.9
Уильямс	s.PROP	3.6
уй	intj	0.5
уйма	s	5.3
уйти	v	315.6
УК	s.PROP	13.1
указ	s	42.7
указание	s	53.1
указанный	a	53.1
указатель	s	6.5
указательный	a	8.1
указать	v	91.5
указка	s	2.5
указующий	a	1
указывать	v	54
указываться	v	12.1
укатать	v	1.2
укатить	v	3.9
укатиться	v	0.6
укачать	v	0.5
укачивать	v	1.3
уклад	s	7.1
укладка	s	4.3
укладывать	v	12.3
укладываться	v	13.8
уклейка	s	0.4
уклон	s	7.8
уклонение	s	4.6
уклонист	s	0.6
уклониться	v	6.2
уклончиво	adv	3.9
уклончивый	a	1.4
уклоняться	v	7.1
уключина	s	0.8
укокошить	v	0.7
укол	s	15
уколоть	v	2.5
уколоться	v	0.7
укольчик	s	0.4
укомплектование	s	0.4
укомплектованность	s	0.5
укомплектовать	v	3.9
укор	s	4.9
укорачивать	v	1.4
укорачиваться	v	0.4
укоренение	s	0.7
укорененность	s	0.5
укоренить	v	1.6
укорениться	v	3.5
укореняться	v	1
укоризна	s	2.7
укоризненно	adv	5.7
укоризненный	a	0.9
укорить	v	1.3
укоротить	v	7.5
укоротиться	v	0.4
укорочение	s	0.5
укорять	v	2.4
украдкой	adv	6.2
Украина	s.PROP	65.8
украинец	s	9.4
украинка	s	1.4
украинский	a	34.6
украсить	v	23.6
украситься	v	0.5
украсть	v	31.1
украшать	v	17.2
украшаться	v	1
украшение	s	19.6
укрепить	v	18.1
укрепиться	v	4.5
укрепление	s	33.5
укреплять	v	11.7
укрепляться	v	3.7
укрепляющий	a	0.8
укрепрайон	s	0.5
укромный	a	4.4
укроп	s	4.6
укротитель	s	1.3
укротительница	s	0.4
укротить	v	1.3
укрощать	v	0.8
укрощение	s	0.9
укрупнение	s	3
укрупненный	a	1.4
укрупнить	v	0.4
укрупнять	v	0.6
укрывательство	s	0.4
укрывать	v	3.2
укрываться	v	2.4
укрытие	s	8.3
укрыть	v	7.4
укрыться	v	10.5
уксус	s	6
уксусный	a	1.6
укупорить	v	0.5
укус	s	4.2
укусить	v	8.3
укутать	v	2.8
укутаться	v	0.4
укутывать	v	0.8
улавливание	s	0.4
улавливать	v	7.6
улавливаться	v	0.8
уладить	v	4.1
уладиться	v	1.1
улаживать	v	0.9
уламывать	v	0.6
улан	s	0.5
Уланов	s.PROP	2
уланский	a	0.8
улей	s	2.7
улепетывать	v	0.6
улетать	v	10.8
улететь	v	18.3
улетучиваться	v	1.3
улетучиться	v	2.4
улечься	v	11
улизнуть	v	1.6
улика	s	6.8
улита	s	0.6
улитка	s	3
улица	s	337.8
уличать	v	1.7
уличить	v	4.1
уличка	s	0.4
уличный	a	19.7
улов	s	4.5
уловимый	a	2.5
уловить	v	18.7
уловка	s	4.2
уложение	s	1
уложить	v	24.4
уложиться	v	3.7
уломать	v	1.2
улочка	s	8.8
улус	s	0.6
улучить	v	2.3
улучшать	v	9
улучшаться	v	4.3
улучшение	s	30.6
улучшить	v	16.4
улучшиться	v	5.9
улыбаться	v	111.3
улыбка	s	98.1
улыбнуться	v	119
улыбочка	s	3.3
улыбчивый	a	4.2
ультимативный	a	0.4
ультиматум	s	4
ультра	s	0.5
ультрадисперсный	a	0.8
ультразвук	s	1.8
ультразвуковой	a	2.3
ультраправый	a	0.4
ультрасовременный	a	0.9
ультрафиолет	s	1.1
ультрафиолетовый	a	2.5
Ульянов	s.PROP	3.9
Ульяновск	s.PROP	2.7
ульяновский	a	4.5
улюлюканье	s	1
улюлюкать	v	0.7
ум	s	151.5
умаление	s	0.7
умалить	v	0.7
умалишенный	s	0.7
умалчивать	v	2.9
умалять	v	1.9
уматывать	v	0.5
умаяться	v	0.6
умелец	s	4.1
умело	adv	12.9
умелый	a	7.8
умение	s	39.4
уменье	s	1.2
уменьшать	v	7.9
уменьшаться	v	14.4
уменьшение	s	22.4
уменьшительный	a	1.2
уменьшить	v	15.9
уменьшиться	v	12.3
умеренно	adv	3.6
умеренность	s	1.3
умеренный	a	10.5
умереть	v	179.7
умерить	v	1.9
умертвить	v	1.9
умерший	a	5.4
умерший	s	6.6
умерщвление	s	1
умерщвлять	v	0.6
умерять	v	0.5
уместить	v	0.9
уместиться	v	3.6
уместно	adv	4.3
уместный	a	9
уметь	v	172.5
умещаться	v	4.1
умеючи	adv	0.6
умиление	s	6.3
умиленно	adv	0.8
умиленный	a	0.8
умилительный	a	0.9
умилить	v	0.6
умилиться	v	1.1
умильно	adv	0.9
умильный	a	0.9
умилять	v	1.3
умиляться	v	2.4
уминать	v	0.8
умирание	s	2.3
умирать	v	62
умирающий	a	4.7
умирающий	s	3.1
умиротворение	s	1.9
умиротворенно	adv	0.8
умиротворенность	s	0.4
умиротворенный	a	1.5
умиротворить	v	0.7
умиротворять	v	0.9
умишко	s	0.5
умнейший	a	1.6
умненький	a	1.1
умнеть	v	0.9
умник	s	4.5
умница	s	10.5
умничать	v	0.8
умничка	s	0.5
умно	adv	3.2
умножать	v	2.6
умножаться	v	0.9
умножение	s	4.1
умножить	v	3.1
умножиться	v	0.4
умный	a	91.5
умозаключение	s	2.8
умозрение	s	0.9
умозрительно	adv	0.6
умозрительный	a	2.6
умолить	v	0.9
умолк	s	1.6
умолкать	v	4.4
умолкнуть	v	10.2
умолчание	s	3
умолчать	v	3.1
умолять	v	18.7
умоляюще	adv	3.1
умоляющий	a	1.9
умонастроение	s	1.3
умопомрачение	s	0.9
умопомрачительный	a	2.5
умопостигаемый	a	0.4
умора	s	0.5
уморительно	adv	0.5
уморительный	a	0.8
уморить	v	1.3
умориться	v	0.4
умотать	v	0.5
ум-разум	s	0.9
умственно	adv	2
умственный	a	16.2
умствование	s	0.6
умудрить	v	2.5
умудриться	v	9.2
умудряться	v	6.6
умчаться	v	3.6
умывальник	s	3.9
умывание	s	1.5
умывать	v	1.1
умываться	v	5.6
умыкнуть	v	1.1
умысел	s	5.6
умыть	v	3.3
умыться	v	6.5
умышленно	adv	3.3
умышленный	a	3.5
умять	v	0.5
унаследовать	v	7.8
унести	v	20.3
унестись	v	1.7
универ	s	1.5
универмаг	s	5
универсал	s	3.4
универсализация	s	0.5
универсализм	s	0.7
универсалия	s	0.7
универсально	adv	0.5
универсальность	s	2.8
универсальный	a	25.7
универсам	s	1
университет	s	93.3
университетский	a	12.2
универсум	s	1.2
унижать	v	7.6
унижаться	v	2.1
унижение	s	13.7
униженно	adv	0.9
униженность	s	0.7
униженный	a	2.4
унизать	v	0.6
унизительно	adv	1.3
унизительный	a	8.3
унизить	v	7.4
унизиться	v	0.7
уникально	adv	0.5
уникальность	s	4.4
уникальный	a	49.9
уникум	s	0.9
унимать	v	0.6
униматься	v	5.7
унисон	s	1.9
унитаз	s	8.7
унитарный	a	6.3
унификация	s	3.3
унифицированный	a	2.5
унифицировать	v	2.1
униформа	s	3.5
униформист	s	1.2
уничижение	s	0.5
уничижительный	a	0.8
уничтожать	v	16
уничтожаться	v	3.2
уничтожающий	a	1.1
уничтожение	s	28.2
уничтожить	v	43.6
уния	s	0.5
уносить	v	12.4
уноситься	v	2.4
унт	s	1.1
унтер	s	1.9
унтер-офицер	s	1.5
унтер-офицерский	a	0.4
унция	s	0.9
унывать	v	2.6
уныло	adv	6.7
унылость	s	0.4
унылый	a	11.9
уныние	s	5.7
унюхать	v	0.9
унять	v	3.4
уняться	v	2.2
упавший	a	4.8
упад	s	1
упадок	s	6.7
упадочный	a	0.5
упаковать	v	6.2
упаковка	s	16.7
упаковочный	a	1.7
упаковывать	v	1.4
упаковываться	v	0.4
упасти	v	5.4
упасть	v	106
упереть	v	2.7
упереться	v	14.9
упертый	a	1
упечь	v	1.3
упиваться	v	3.5
упирать	v	1.7
упираться	v	16.6
упитанный	a	2.7
упиться	v	1.2
УПК	s.PROP	7.2
уплата	s	16.8
уплатить	v	7.8
уплачивать	v	2.7
уплачиваться	v	0.7
уплетать	v	1.5
уплотнение	s	2.9
уплотненный	a	0.6
уплотнитель	s	0.5
уплотнить	v	1
уплотниться	v	0.4
уплотнять	v	0.9
уплотняться	v	0.8
уплощенный	a	0.6
уплывать	v	3.9
уплыть	v	3.9
упование	s	2.1
уповать	v	4.1
уподобить	v	1.4
уподобиться	v	1.7
уподобление	s	1
уподоблять	v	1
уподобляться	v	2.1
упоение	s	5
упоенно	adv	1
упоительно	adv	0.6
упоительный	a	1.7
упоить	v	0.9
упокоение	s	1
упокоить	v	0.7
упокоиться	v	0.5
упокой	s	1.6
уползать	v	1.2
уползти	v	1.6
уполномоченная	s	0.4
уполномоченный	a	8.6
уполномоченный	s	9.6
уполномочить	v	8.4
упоминание	s	14.1
