id,date,total_death_missing,location,lat,lon,collapsed_region,region,collapsed_cause,cause_of_death
4020,26-Mar-2018,1,"Train tracks between Bulevar Rodríguez Triana and Calle Ferrocarril, Las Julietas de Torreón, Coahuila, Mexico",25.50061127,-103.4077681,Central America,Central America,Accident,"Hit by train, Train Accident"
4021,26-Mar-2018,1,"Train tracks near Éjido Luna, Escárcega, Campeche, Mexico",18.28991762,-90.90227451,Central America,Central America,Accident,Fall from train
4022,26-Mar-2018,1,"Agadez, Niger",16.975204,7.965108,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
4023,27-Mar-2018,4,"Zegoua, Mali",10.48649,-5.65283,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
4024,27-Mar-2018,1,"Pima County jurisdiction, Arizona, USA",32.0177567,-112.1648764,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4025,27-Mar-2018,1,"Pima County jurisdiction, Arizona, USA",32.3717649,-112.860693,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4026,27-Mar-2018,1,"Río Bravo, near 41966 Expressway 83, Havana, Hidalgo County, Texas, USA",26.23522474,-98.52141675,US-Mexico Border,US-Mexico Border,Drowning,Presumed drowning
4027,27-Mar-2018,1,"Unspecified location in the Sahara desert, Sudan",19.635357,27.103538,Africa,North Africa,Mixed,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Suffocation"
4028,27-Mar-2018,1,"Sahara desert, Ash Shamaliyah, Sudan",20.610678,27.916851,Africa,North Africa,Sickness,Sickness and lack of access to medicines
4029,28-Mar-2018,2,"Sabha, Libya",26.920845,14.357962,Africa,North Africa,Mixed,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter"
4030,28-Mar-2018,2,"Bobo Dioulasso, Burkina Faso",11.18032,-4.29466,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
4031,28-Mar-2018,1,"Died in Hopital Claude Huriez, Lille, France, after jumping from a truck on a motorway near Port of Calais, France",50.6109683,3.0349045,Europe,Europe,Accident,Vehicle Accident
4032,28-Mar-2018,1,"Pima County jurisdiction, Arizona, USA",32.09190917,-112.9948258,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4033,28-Mar-2018,1,"Río Bravo, near Garza Avenue / West Military Road, La Joya, Hidalgo County, Texas, USA",26.21810962,-98.48265329,US-Mexico Border,US-Mexico Border,Drowning,Presumed drowning
4034,29-Mar-2018,7,"Unspecified location in the Gibraltar Strait, between Morocco and Spain",35.96199421,-5.382424111,Mediterranean,Mediterranean,Drowning,Presumed drowning
4035,29-Mar-2018,6,"Kilometer 9 marker on highway near Ngara, Kagera Region, Tanzania",-2.497341985,30.66887752,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
4036,29-Mar-2018,2,"Sahara desert, Ash Shamaliyah, Sudan",20.610678,27.916851,Africa,North Africa,Accident,Fall from vehicle
4037,29-Mar-2018,1,"All-American Canal, Calexico, Imperial County, California, USA",32.65360197,-115.6563535,US-Mexico Border,US-Mexico Border,Drowning,Drowning
4038,29-Mar-2018,1,"Río Bravo, near 4404 Ira Road, Mission, Hidalgo County, Texas, USA",26.18298778,-98.40559339,US-Mexico Border,US-Mexico Border,Drowning,Presumed drowning
4039,30-Mar-2018,20,"Tak Province, Thailand",16.89910159,99.13408955,Asia,Southeast Asia,Accident,Vehicle Accident
4040,30-Mar-2018,17,"Iğdır province, Turkey, near border with Armenia",39.94433524,43.98629707,Middle East,Middle East,Accident,Vehicle Accident
4041,30-Mar-2018,2,"Between Seguedine and Dirkou, Niger",18.885804,13.024653,Africa,Sub-Saharan Africa,Mixed,"Sickness and lack of access to medicines, Starvation, Dehydration"
4042,30-Mar-2018,1,"Kismayo, Somalia",-0.310591,42.39613,Africa,Horn of Africa,Shooting,Shot or stabbed
4043,31-Mar-2018,2,"Unspecified location in the Sahara desert, Libya",21.14317,23.823002,Africa,North Africa,Accident,"Suffocation, Vehicle Accident"
4044,31-Mar-2018,1,"West of Plage Sbiaat, Commune de M'Said, Ain Témouchent, Algeria",35.40012296,-1.25878494,Mediterranean,Mediterranean,Drowning,Presumed drowning
4045,31-Mar-2018,1,"Unspecified location in the Sahara desert, Sudan",19.635357,27.103538,Africa,North Africa,Mixed,"Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse, Sexual abuse"
4046,31-Mar-2018,1,"Bani Walid, Libya",31.723048,14.025968,Africa,North Africa,Sickness,"Sickness and lack of access to medicines, Suffocation"
4047,1-Apr-2018,11,"Unspecified location in the Gibraltar Strait, between Morocco and Spain",35.97755439,-5.768318887,Mediterranean,Mediterranean,Drowning,Drowning
4048,1-Apr-2018,2,"Sahara desert, Libya",23.231251,17.562751,Africa,North Africa,Starvation / Dehydration,"Starvation, Dehydration"
4049,1-Apr-2018,2,"Sahara desert, Libya",25.279471,14.398986,Africa,North Africa,Sickness,Sickness and lack of access to medicines
4050,1-Apr-2018,1,"Off the coast of Al-Hoceima, Morocco",35.30734203,-3.957839329,Mediterranean,Mediterranean,Drowning,Presumed drowning
4051,1-Apr-2018,1,"Near Isles Habibas, Ain Témouchent, Algeria",35.72482661,-1.134878621,Mediterranean,Mediterranean,Drowning,Presumed drowning
4052,1-Apr-2018,1,"King Ranch, Brooks County, Texas, USA",27.0348724,-98.0672338,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
4053,1-Apr-2018,1,"Sahara desert, Libya",21.279137,23.625065,Africa,North Africa,Sickness,Sickness and lack of access to medicines
4054,2-Apr-2018,1,"6 nautical miles northwest of Port of Bouzedjar, Ain Témouchent, Algeria",35.63536979,-1.325146605,Mediterranean,Mediterranean,Drowning,Presumed drowning
4055,2-Apr-2018,1,"Cage Ranch, Brooks County, Texas, USA",27.1192579,-98.2291293,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
4056,3-Apr-2018,1,"Río Bravo, near 1144 International Boulevard, Hidalgo, Hidalgo County, Texas, USA",26.11715037,-98.26563276,US-Mexico Border,US-Mexico Border,Drowning,Presumed drowning
4057,3-Apr-2018,1,"Río Bravo, near 1145 International Boulevard, Hidalgo, Hidalgo County, Texas, USA",26.11688747,-98.26578126,US-Mexico Border,US-Mexico Border,Drowning,Presumed drowning
4058,4-Apr-2018,1,"Evros/Meriç river, Greece-Turkey border",40.89569549,26.25238951,Europe,Europe,Drowning,Presumed drowning
4059,5-Apr-2018,6,"Off the coast of Saint Louis, Commune de Gandiol, Senegal",16.04450923,-16.63699858,Africa,North Africa,Drowning,Drowning
4060,5-Apr-2018,1,"Syria-Turkey border, near Darkush, Idlib Governorate, Syria",36.00323216,36.36943618,Middle East,Middle East,Shooting,Shot
4061,5-Apr-2018,1,"Sahara desert, Sudan",19.513198,26.137377,Africa,North Africa,Mixed,"Sickness and lack of access to medicines, Starvation, Dehydration"
4062,6-Apr-2018,10,"Andaman Sea, off the coast of southern Thailand",9.233987578,97.90527507,Asia,Southeast Asia,Mixed,"Starvation, Presumed drowning"
4063,6-Apr-2018,1,"Playa de Jabonera, Tarifa, Cádiz, Spain",36.00737801,-5.595094155,Mediterranean,Mediterranean,Drowning,Drowning
4064,6-Apr-2018,1,"Port of Ceuta, Spain",35.89611993,-5.321322895,Africa,North Africa,Accident,Hit by truck
4065,6-Apr-2018,1,"Pima County jurisdiction, Arizona, USA",32.0446142,-112.3693889,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4066,6-Apr-2018,1,"Sahara desert, Libya",23.920992,14.233764,Africa,North Africa,Sickness,"Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter"
4067,6-Apr-2018,1,"Gao, Mali",16.305456,-0.08823,Africa,Sub-Saharan Africa,Shooting,Shot or stabbed
4068,7-Apr-2018,6,"Garin Kowa, Niger",14.706984,8.831601,Africa,Sub-Saharan Africa,Starvation / Dehydration,"Starvation, Dehydration, Harsh weather/lack of adequate shelter"
4069,7-Apr-2018,3,"Sabratha, Libya",32.780888,12.476661,Africa,North Africa,Unknown / Other,Unknown
4070,7-Apr-2018,3,"Sahara desert, Niger",21.325198,11.776809,Africa,Sub-Saharan Africa,Shooting,Shot or stabbed
4071,7-Apr-2018,1,"Kayes, Mali",14.44682,-11.43794,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
4072,8-Apr-2018,4,"Garin Kowa, Niger",14.706984,8.820615,Africa,Sub-Saharan Africa,Starvation / Dehydration,"Dehydration, Harsh weather/lack of adequate shelter"
4073,8-Apr-2018,2,Algerian Mauritanian border,26.02717,-5.976602,Africa,North Africa,Mixed,"Sickness and lack of access to medicines, Starvation, Dehydration"
4074,8-Apr-2018,1,"Kaya, Burkina Faso",13.08848,-1.08496,Africa,Sub-Saharan Africa,Mixed,"Sickness and lack of access to medicines, Starvation, Dehydration"
4075,9-Apr-2018,36,"Off the coast of Houara, 20km south of Tangiers, Morocco",35.56532431,-6.015228714,Mediterranean,Mediterranean,Drowning,Presumed drowning
4076,9-Apr-2018,7,"Highway 12, outside Mae Sot, Thailand",16.7751826,98.704075,Asia,Southeast Asia,Accident,Vehicle Accident
4077,9-Apr-2018,2,"Dao, Niger",20.55144,13.55354,Africa,Sub-Saharan Africa,Starvation / Dehydration,Dehydration
4078,9-Apr-2018,2,"Sahara desert, Niger",22.710323,12.347526,Africa,Sub-Saharan Africa,Sickness,"Sickness and lack of access to medicines, Starvation"
4079,9-Apr-2018,1,"Kolpa/Kupa river, Črnomelj, Slovenia, on border with Croatia",45.56944084,15.29916403,Europe,Europe,Drowning,Drowning
4080,9-Apr-2018,1,"King Ranch, Brooks County, Texas, USA",26.9768234,-98.0653006,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4081,10-Apr-2018,1,"Kolpa/Kupa river, Črnomelj, Slovenia, on border with Croatia",45.56817903,15.29847739,Europe,Europe,Drowning,Drowning
4082,10-Apr-2018,1,"Pima County jurisdiction, Arizona, USA",31.9163189,-112.9357799,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4083,10-Apr-2018,1,"Pima County jurisdiction, Arizona, USA",31.4421211,-111.2571398,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4084,10-Apr-2018,1,"Bamako, Mali",12.652021,-8.027912,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
4085,10-Apr-2018,1,"Kayes, Mali",14.44682,-11.43794,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
4086,11-Apr-2018,4,"Zegoua, Mali",14.44682,-11.43794,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
4087,11-Apr-2018,3,"Between Agadez and Dao, Niger",20.009484,11.996181,Africa,Sub-Saharan Africa,Starvation / Dehydration,"Dehydration, Harsh weather/lack of adequate shelter"
4088,11-Apr-2018,1,"Train tracks near Culiacancito, Culiacán, Sinaloa, Mexico",24.81846937,-107.5327177,Central America,Central America,Accident,Fall from train
4089,12-Apr-2018,2,"Río Bravo, Nuevo Laredo, Tamaulipas, Mexico",27.59667636,-99.53703104,US-Mexico Border,US-Mexico Border,Drowning,Drowning
4090,12-Apr-2018,2,"Pillar No. 250 of the Pakistan-Iran border, near Gwadar, Balochistan, Pakistan",25.26091744,61.63998808,Asia,South Asia,Shooting,Shot
4091,12-Apr-2018,1,"Train tracks near Villahermosa, Tabasco, Mexico",17.989456,-92.9475061,Central America,Central America,Accident,Hit by train
4092,12-Apr-2018,1,"Hombori, Mali",15.28399,-1.69789,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
4093,13-Apr-2018,1,"Body found near border fence in Anyera, Ceuta, Spain",35.89855814,-5.37445346,Mediterranean,Mediterranean,Violence,Cardiac arrest
4094,13-Apr-2018,1,"Pima County jurisdiction, Arizona, USA",31.8207162,-111.40916,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4095,13-Apr-2018,1,"Agadez, Niger",16.975204,7.965108,Africa,Sub-Saharan Africa,Starvation / Dehydration,Dehydration
4096,14-Apr-2018,2,"Syria-Turkey border, near Ras al-Ayn, al-Hasakah Governorate, Syria",36.85758542,40.0755968,Middle East,Middle East,Shooting,Shot
4097,14-Apr-2018,2,"Sahara desert, Sudan",21.161361,25.525491,Africa,North Africa,Mixed,"Sickness and lack of access to medicines, Starvation, Dehydration"
4098,14-Apr-2018,2,"Unspecified location in the Sahara desert, Egypt",22.396611,26.693147,Africa,North Africa,Mixed,"Sickness and lack of access to medicines, Vehicle Accident, Excessive Physical Abuse"
4099,14-Apr-2018,1,"Body found near border fence in Anyera, Ceuta, Spain",35.8985929,-5.373166,Mediterranean,Mediterranean,Violence,Cardiac arrest
4100,14-Apr-2018,1,"Pima County jurisdiction, Arizona, USA",31.8408562,-111.4010365,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4101,14-Apr-2018,1,"Sahara desert, Sudan",20.463043,25.964746,Africa,North Africa,Sickness,Sickness and lack of access to medicines
4102,14-Apr-2018,1,"Sahara desert, Sudan, near the border with Egypt",21.943709,27.672666,Africa,North Africa,Mixed,"Sickness and lack of access to medicines, Starvation, Harsh weather/lack of adequate shelter, Suffocation"
4103,15-Apr-2018,2,"Sahara desert, Libya",25.517657,14.412339,Africa,North Africa,Accident,Vehicle Accident
4104,15-Apr-2018,1,"Sahara desert, Sudan",19.430334,26.742051,Africa,North Africa,Sickness,"Sickness and lack of access to medicines, Dehydration"
4105,15-Apr-2018,1,"Agadez, Niger",16.975204,7.965108,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
4106,16-Apr-2018,1,"Ranch near Marfa, Presidio County, Texas, USA",30.20212717,-103.9471519,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
4107,16-Apr-2018,1,"Sahara desert, Sudan",18.635835,27.154409,Africa,North Africa,Mixed,"Sickness and lack of access to medicines, Vehicle Accident"
4108,17-Apr-2018,1,"Canal Rodhe, near International Bridge Reynosa-Mission, Tamaulipas, Mexico",26.1094297,-98.33705057,US-Mexico Border,US-Mexico Border,Drowning,Presumed drowning
4109,17-Apr-2018,1,"Train tracks between Tampico Madero and Monterrey, near Montemorelos, Nuevo León, Mexico",25.1889176,-99.8363028,Central America,Central America,Accident,Hit by train
4110,17-Apr-2018,1,"Train tracks in Villagrán, Guanajuato, Mexico",20.5134143,-100.9948315,Central America,Central America,Accident,Hit by train
4111,17-Apr-2018,1,"Pima County jurisdiction, Arizona, USA",32.269819,-111.408511,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4112,17-Apr-2018,1,"Sahara desert, Libya",22.507482,22.670333,Africa,North Africa,Sickness,Sickness and lack of access to medicines
4113,18-Apr-2018,1,"Turkey-Syria border, 50 km west of Serekaniye, Syria",36.80027132,39.98804949,Middle East,Middle East,Violence,Violence
4114,18-Apr-2018,1,"Off the coast of Pedra Branca, Singapore",1.330274113,104.4080583,Asia,Southeast Asia,Drowning,Drowning
4115,18-Apr-2018,1,"Pima County jurisdiction, Arizona, USA",31.8636513,-112.5604656,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4116,18-Apr-2018,1,"Sahara desert, Sudan",19.015384,27.765691,Africa,North Africa,Sickness,Sickness and lack of access to medicines
4117,19-Apr-2018,6,"Táchira River, near Cúcuta, Colombia",7.868527461,-72.45171432,South America,South America,Drowning,Drowning
4118,19-Apr-2018,2,"Horasan, Erzurum, Turkey",40.03268891,42.07823979,Middle East,Middle East,Accident,Vehicle Accident
4119,19-Apr-2018,2,"Sahara desert, Niger",21.43006,11.117934,Africa,Sub-Saharan Africa,Sickness,"Sickness and lack of access to medicines, Starvation"
4120,19-Apr-2018,2,"Garin Kowa, Zinder, Niger",14.709765,8.814117,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
4121,19-Apr-2018,1,"Sahara desert, Libya",25.676187,15.422625,Africa,North Africa,Sickness,Sickness and lack of access to medicines
4122,19-Apr-2018,1,"Agadez, Niger",16.975204,7.965108,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
4123,20-Apr-2018,2,"Syria-Turkey border, Al-Raqqa Governorate, Syria",36.69432148,39.08307758,Middle East,Middle East,Shooting,Shot
4124,20-Apr-2018,2,"Sahara desert, Libya",22.426263,23.06279,Africa,North Africa,Mixed,"Sickness and lack of access to medicines, Starvation, Dehydration"
4125,20-Apr-2018,1,"Outside Thessaloniki, Greece",40.67158637,22.89549561,Europe,Europe,Accident,Electrocution on railway
4126,20-Apr-2018,1,"Sahara desert, Libya",24.761797,14.806678,Africa,North Africa,Sickness,"Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter"
4127,21-Apr-2018,3,Unspecified location on the Tanzania-Malawi border,-9.573108,33.508217,Africa,Sub-Saharan Africa,Mixed,"Sickness and lack of access to medicines, Starvation, Dehydration"
4128,21-Apr-2018,2,"Syria-Turkey border, near Jisr ash-Shugur, Idlib Governorate, Syria",35.86526742,36.18388163,Middle East,Middle East,Shooting,Shot
4129,21-Apr-2018,1,"Sahara desert, Niger",21.348223,11.820995,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
4130,22-Apr-2018,11,"5 nautical miles northeast off the coast of Sabratha, Libya",32.89792474,12.63608478,Mediterranean,Mediterranean,Drowning,Drowning
4131,22-Apr-2018,2,"Karonga, Malawi",-9.964505,33.883879,Africa,Sub-Saharan Africa,Shooting,Shot or stabbed
4132,22-Apr-2018,2,"Unspecified location in the Sahara desert, Sudan",19.635357,27.103538,Africa,North Africa,Mixed,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Excessive Physical Abuse, Sexual abuse"
4133,22-Apr-2018,1,"""El Hielo"" border crossing point, Manzanillo, Montecristi, Dominican Republic, near border with Haiti",19.69237929,-71.75470623,Caribbean,Caribbean,Shooting,Shot
4134,22-Apr-2018,1,"Unspecified location in Kolpa/Kupa river, Slovenia, near border with Croatia",45.64591897,15.35740171,Europe,Europe,Drowning,Drowning
4135,22-Apr-2018,1,"Sabha, Libya",27.154171,14.424734,Africa,North Africa,Shooting,Shot or stabbed
4136,23-Apr-2018,1,"Between Highway US 281 and Pedro Martínez Street, Mercedes, Hidalgo County, Texas, USA",26.08691167,-97.92837408,US-Mexico Border,US-Mexico Border,Accident,Vehicle Accident
4137,23-Apr-2018,1,"Pima County jurisdiction, Arizona, USA",32.1791978,-112.9473341,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4138,23-Apr-2018,1,"Syria-Turkey border, Idlib Governorate, Syria",36.01271586,36.37535924,Middle East,Middle East,Shooting,Shot
4139,23-Apr-2018,1,"Kufra District, Libya",22.588654,23.020746,Africa,North Africa,Starvation / Dehydration,Dehydration
4140,23-Apr-2018,1,"Sahara desert, Sudan, near the border with Egypt",21.943709,27.672666,Africa,North Africa,Accident,Vehicle Accident
4141,23-Apr-2018,1,"Agadez, Niger",16.975204,7.965108,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
4142,24-Apr-2018,4,"Garin Kowa, Zinder, Niger",14.714414,8.819953,Africa,Sub-Saharan Africa,Sickness,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter"
4143,24-Apr-2018,1,"Pima County jurisdiction, Arizona, USA",31.6176203,-111.5152359,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
4144,24-Apr-2018,1,"Pima County jurisdiction, Arizona, USA",32.014058,-112.1044063,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (mummified remains)
